chemin_source,classe,matiere,strate,chapitre_numero,chapitre_titre,type_document,taille_octets,statut
C:\Users\DELL\OneDrive\Desktop\00 - DOCS PERSONNELS & PROJETS\P01- FAYEMATH ACADEMY\03 - CONTENU PÉDAGOGIQUE\COLLEGE\6e - Maths\02 - Activités Géométriques\Chap 06 - Les polygones\04 - Révisions\Révision - Chap 06 - Les polygones.pdf,6e,Mathematiques,Géométrique,06,Les polygones,Révision,131357,gratuit
C:\Users\DELL\OneDrive\Desktop\00 - DOCS PERSONNELS & PROJETS\P01- FAYEMATH ACADEMY\03 - CONTENU PÉDAGOGIQUE\COLLEGE\6e - Maths\02 - Activités Géométriques\Chap 07 - Les aires\01 - Cours\Cours - Chap 07 - Les aires.pdf,6e,Mathematiques,Géométrique,07,Les aires,Cours,165178,gratuit
C:\Users\DELL\OneDrive\Desktop\00 - DOCS PERSONNELS & PROJETS\P01- FAYEMATH ACADEMY\03 - CONTENU PÉDAGOGIQUE\COLLEGE\6e - Maths\02 - Activités Géométriques\Chap 07 - Les aires\02 - Exercices\Exercices - Chap 07 - Les aires.pdf,6e,Mathematiques,Géométrique,07,Les aires,Exercices,148487,premium
C:\Users\DELL\OneDrive\Desktop\00 - DOCS PERSONNELS & PROJETS\P01- FAYEMATH ACADEMY\03 - CONTENU PÉDAGOGIQUE\COLLEGE\6e - Maths\02 - Activités Géométriques\Chap 07 - Les aires\03 - Corrections\Corrigé - Chap 07 - Les aires.pdf,6e,Mathematiques,Géométrique,07,Les aires,Corrigé,174178,premium
C:\Users\DELL\OneDrive\Desktop\00 - DOCS PERSONNELS & PROJETS\P01- FAYEMATH ACADEMY\03 - CONTENU PÉDAGOGIQUE\COLLEGE\6e - Maths\02 - Activités Géométriques\Chap 07 - Les aires\04 - Révisions\Révision - Chap 07 - Les aires.pdf,6e,Mathematiques,Géométrique,07,Les aires,Révision,153565,gratuit
C:\Users\DELL\OneDrive\Desktop\00 - DOCS PERSONNELS & PROJETS\P01- FAYEMATH ACADEMY\03 - CONTENU PÉDAGOGIQUE\COLLEGE\6e - Maths\02 - Activités Géométriques\Chap 08 - La géométrie dans l'espace\01 - Cours\Cours - Chap 08 - La géométrie dans l'espace.pdf,6e,Mathematiques,Géométrique,08,La géométrie dans l'espace,Cours,180984,gratuit
C:\Users\DELL\OneDrive\Desktop\00 - DOCS PERSONNELS & PROJETS\P01- FAYEMATH ACADEMY\03 - CONTENU PÉDAGOGIQUE\COLLEGE\6e - Maths\02 - Activités Géométriques\Chap 08 - La géométrie dans l'espace\02 - Exercices\Exercices - Chap 08 - La géométrie dans l'espace.pdf,6e,Mathematiques,Géométrique,08,La géométrie dans l'espace,Exercices,141241,premium
C:\Users\DELL\OneDrive\Desktop\00 - DOCS PERSONNELS & PROJETS\P01- FAYEMATH ACADEMY\03 - CONTENU PÉDAGOGIQUE\COLLEGE\6e - Maths\02 - Activités Géométriques\Chap 08 - La géométrie dans l'espace\03 - Corrections\Corrigé - Chap 08 - La géométrie dans l'espace.pdf,6e,Mathematiques,Géométrique,08,La géométrie dans l'espace,Corrigé,194282,premium
C:\Users\DELL\OneDrive\Desktop\00 - DOCS PERSONNELS & PROJETS\P01- FAYEMATH ACADEMY\03 - CONTENU PÉDAGOGIQUE\COLLEGE\6e - Maths\02 - Activités Géométriques\Chap 08 - La géométrie dans l'espace\04 - Révisions\Révision - Chap 08 - La géométrie dans l'espace.pdf,6e,Mathematiques,Géométrique,08,La géométrie dans l'espace,Révision,152520,gratuit
C:\Users\DELL\OneDrive\Desktop\00 - DOCS PERSONNELS & PROJETS\P01- FAYEMATH ACADEMY\03 - CONTENU PÉDAGOGIQUE\COLLEGE\6e - Maths\02 - Activités Géométriques\Chap 09 - Repérage sur la sphère\01 - Cours\Cours - Chap 09 - Repérage sur la sphère.pdf,6e,Mathematiques,Géométrique,09,Repérage sur la sphère,Cours,146251,gratuit
C:\Users\DELL\OneDrive\Desktop\00 - DOCS PERSONNELS & PROJETS\P01- FAYEMATH ACADEMY\03 - CONTENU PÉDAGOGIQUE\COLLEGE\6e - Maths\02 - Activités Géométriques\Chap 09 - Repérage sur la sphère\02 - Exercices\Exercices - Chap 09 - Repérage sur la sphère.pdf,6e,Mathematiques,Géométrique,09,Repérage sur la sphère,Exercices,138504,premium
C:\Users\DELL\OneDrive\Desktop\00 - DOCS PERSONNELS & PROJETS\P01- FAYEMATH ACADEMY\03 - CONTENU PÉDAGOGIQUE\COLLEGE\6e - Maths\02 - Activités Géométriques\Chap 09 - Repérage sur la sphère\03 - Corrections\Corrigé - Chap 09 - Repérage sur la sphère.pdf,6e,Mathematiques,Géométrique,09,Repérage sur la sphère,Corrigé,145743,premium
C:\Users\DELL\OneDrive\Desktop\00 - DOCS PERSONNELS & PROJETS\P01- FAYEMATH ACADEMY\03 - CONTENU PÉDAGOGIQUE\COLLEGE\6e - Maths\02 - Activités Géométriques\Chap 09 - Repérage sur la sphère\04 - Révisions\Révision - Chap 09 - Repérage sur la sphère.pdf,6e,Mathematiques,Géométrique,09,Repérage sur la sphère,Révision,147791,gratuit
